id,text,label,explanation
537,"(3) If a failure to comply with a condition, restriction or prohibition contained in Regulations under this Act is an offence, the Regulations shall provide that, to the extent",provision,"This paragraph establishes a requirement for regulations to specify that non-compliance with certain conditions, restrictions, or prohibitions constitutes an offence. It outlines an enforceable legal obligation."
538,"practicable, before being subjected to criminal liability, the affected person shall be given notice of the offence and a reasonable opportunity to comply with the Regulations.",provision,"This paragraph establishes a legal requirement for notice and an opportunity to comply before imposing criminal liability, which is enforceable content."
539,"(4) Before making Regulations under this section, the Cabinet Secretary shall, unless public interest requires that the Regulations be made without delay, comply with the following—",provision,"This paragraph establishes a procedural obligation for the Cabinet Secretary regarding the making of Regulations, indicating conditions under which they must act."
540,the intention to make Regulations (a) shall be announced by notice in the Gazette and in at least two daily newspapers of national circulation specifying—,provision,"This paragraph outlines a legal requirement for announcing the intention to make Regulations, specifying the method of publication. It establishes an obligation for how such announcements must be made."
541,that draft Regulations have (i) been developed for comments;,not_provision,"The text indicates that draft regulations have been developed for comments, which is informational and not a standalone legal provision."
542,(ii) the place where a copy of the draft Regulations may be obtained;,provision,"This paragraph specifies an obligation or process related to obtaining a copy of the draft Regulations, making it actionable and enforceable."
543,(b) a period of at least one month from the date of the notice shall be allowed for interested parties to comment on the draft Regulations;,provision,"This paragraph establishes a specific legal requirement regarding the time frame for public comment on draft regulations, making it enforceable and actionable."
544,(c) comments received on the draft Regulations shall be considered before making the Regulations.,provision,"This paragraph establishes a procedural obligation to consider comments on draft regulations before finalizing them, making it an enforceable part of the regulatory process."
545,"70. The Non-Governmental Organisations Co- Repeal of No. ordination Act, 1990, is repealed. 19 of 1990.",provision,"This paragraph establishes the repeal of a specific act, which is an enforceable legal action."
546,71. The transitional provisions set out in the Fifth Transition. Schedule shall apply upon commencement of this Act.,provision,"This paragraph establishes the applicability of transitional provisions, indicating a legal process that takes effect upon the commencement of the Act."
547,PRINCIPLES FOR EFFECTIVE COLLABORATION BETWEEN THE GOVERNMENT AND PUBLIC BENEFIT ORGANIZATIONS,not_provision,"This is a title or heading, not a standalone legal provision."
548,The Representatives of the Government and Public Benefit Organizations:,not_provision,"This is likely a heading or title, not a standalone legal provision."
549,Desirous to further develop and strengthen the working relations between the two sectors;,not_provision,"This sentence expresses an intention or desire but does not establish a legal rule, right, obligation, restriction, or process."
550,Recognizing the importance of mutual co-existence and the,not_provision,"This text does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a preamble or introductory statement."
551,need to work together for the posterity of the nation and people of Kenya;,not_provision,"This sentence is more of a general statement or aspiration rather than a specific legal rule, right, obligation, restriction, or process."
552,"Aware of the necessity of complementary efforts of the Government and public benefits organizations for social, economic and cultural development;",not_provision,"This sentence does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a preamble or introductory statement."
553,"Determined to strengthen collaboration, dialogue and relations between the Government and public benefit organizations;",not_provision,"This sentence expresses an intention or purpose but does not establish a legal rule, right, obligation, restriction, or process. It lacks enforceable or actionable content."
554,Conscious that these principles only serve as a guide for engagement between the Government and public benefit organizations who choose to work together;,not_provision,"This sentence is a statement of intent or context, not an enforceable rule or obligation."
555,Hereby agree to the following principles for collaboration to guide our collaborative work.,not_provision,"This sentence introduces an agreement or principles but does not establish a specific legal rule, right, obligation, restriction, or process."
556,1. The objectives of these principles for effective Objectives of collaboration are to— the principles.,not_provision,"This paragraph appears to be an introductory statement or heading about objectives, lacking enforceable or actionable content."
557,strengthen collaboration between the Government and civil society organizations;,provision,"This establishes an obligation or goal to strengthen collaboration between the Government and civil society organizations, indicating an actionable directive."
558,reinforce complementary efforts of the Government and civil society organizations and their contribution in enhancing the country's development;,provision,"This paragraph establishes a directive to reinforce efforts between the Government and civil society organizations, contributing to the country's development. It implies an obligation or action to be taken, making it a provision."
559,enhance the enabling environment for the achievement of joint development programming of both sectors;,not_provision,"The text is a general statement or objective and does not establish a specific legal rule, right, obligation, restriction, or process."
560,offer guidance to the Government and civil society organizations in their relations and interactions with each other;,provision,"This sentence establishes a role or function, likely within a legal or organizational framework, indicating an obligation or responsibility to offer guidance."
561,serve as a basis for resolving conflicts that affect Government and civil society organization collaboration;,not_provision,"The text does not establish a specific legal rule, right, obligation, restriction, or process. It appears to describe a purpose or function rather than an enforceable provision."
562,promote effective coordination and dissemination of information on Government and civil society organization collaboration; and,not_provision,"This text is part of a list or description and does not establish a standalone legal rule, right, obligation, restriction, or process."
563,provide the basis for a legal or policy (g) framework aimed at guiding Government and civil society organization collaboration.,not_provision,"The paragraph is a general statement or introduction and does not establish a specific legal rule, right, obligation, restriction, or process."
564,"1. Dialogue and Communication Guiding principles for Government and public benefit organization sectors shall collaboration. ensure that dialogue is open, respectful, informed, sustained and welcomes diverse viewpoints; and that they provide forums where they can meet each other periodically for focused discussions, consultation and consensus building.",provision,"The paragraph establishes guiding principles and obligations for dialogue and communication between government and public benefit organizations, making it a provision."
565,The sectors shall aim to ensure—,not_provision,"The sentence is incomplete and does not establish a specific legal rule, right, obligation, restriction, or process. It appears to be an introductory clause or part of a larger provision."
566,(a) free flow of information between and to all actors involved in any collaboration initiative to promote similar comprehension with regard to it and to facilitate efficiency;,provision,"This paragraph establishes a requirement for the free flow of information among participants in a collaboration initiative, which is an actionable obligation."
567,"engagement in regular, open and inclusive (b) communication and problem solving; and",not_provision,"This text is part of a list or incomplete sentence and does not establish a standalone legal rule, right, obligation, restriction, or process."
568,(c) establishment of clear and open communication processes in which information and ideas are shared openly and regularly.,provision,"The paragraph establishes a requirement for communication processes, indicating an obligation or standard to be followed."
569,"The sectors shall individually, and where appropriate, collectively, inform their respective stakeholders and the public as well, of their roles and contributions to society and the successes achieved through their collaboration.",provision,"This paragraph establishes an obligation for sectors to inform stakeholders and the public about their roles and contributions, making it an enforceable action."
570,(a)make provisions to set up agreeable modalities or processes to manage conflicts inherent in the work they jointly do;,provision,"This paragraph establishes an obligation to create processes for managing conflicts, which is enforceable and actionable."
571,"(b)identify and address all disagreements and conflicts immediately and devote substantial time, resources and personal effort to the management of all conflicts, on behalf of any collaborative initiative's continuation;",provision,"This paragraph establishes an obligation to identify and address disagreements and conflicts, requiring substantial effort and resources, which is enforceable and actionable."
572,(c) address challenges to any collaboration with open dialogue and negotiation or acknowledge the need for re-negotiation; and,provision,"This paragraph establishes a process for addressing challenges in collaboration, which involves open dialogue, negotiation, or re-negotiation. It outlines an actionable approach to resolving issues."
573,(d)verify any risks to any collaboration at the beginning and define ways of mitigating such risks.,provision,"This paragraph establishes an obligation to verify risks and define mitigation strategies, which is enforceable and actionable."
574,"To enhance the knowledge and practice of collaboration, the sectors shall ensure that they—",provision,"The paragraph establishes an obligation for sectors to ensure collaboration, indicating it is a legal provision."
575,(a) convey a readiness to accept constructive criticism;,not_provision,"This phrase does not establish a legal rule, right, obligation, restriction, or process. It lacks enforceable or actionable content."
576,(b) accommodate new ideas from each other;,not_provision,"The text does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a list or explanation rather than a standalone enforceable provision."
577,(c) pursue a harmonized approach where this is deemed necessary for the promotion of the collaborative initiative and in the public interest;,provision,"This paragraph establishes an obligation or process to pursue a harmonized approach for a collaborative initiative, indicating enforceable or actionable content."
578,"(d) work jointly to identify an agreed, common vision and align collaboration activities and programs with it;",provision,"This paragraph establishes an obligation for parties to work together towards a common vision, making it an enforceable action."
579,"(e) demonstrate a willingness to make changes in themselves as part of the process of working with others, that is, show flexibility; and",provision,"This paragraph establishes an obligation or expectation for individuals to demonstrate flexibility and willingness to change when working with others, which is enforceable or actionable in a legal context."
580,"(f) share ideas, perspectives, information, experiences and knowledge consistently in order to contribute to a better understanding of the different work styles, cultures and time frames and to promote best practice in collaboration.",provision,"The paragraph establishes an obligation to share information and collaborate effectively, which is an actionable requirement."
581,6. Sustainability and capacity development across the board,not_provision,"This appears to be a heading or title and does not establish any legal rule, right, obligation, restriction, or process."
582,The sectors shall aim to ensure sustainability of the collaborative initiative and its benefits through developing their capacities and those of their beneficiaries in the context of their collaborative efforts.,provision,"This paragraph establishes an obligation or goal for sectors to ensure sustainability and develop capacities, which is actionable content."
583,The sectors will work jointly to identify capacity gaps and develop a plan to build their capacities for successful implementation of collaborative programs.,provision,"This paragraph outlines an obligation for sectors to identify capacity gaps and develop a plan, which is an actionable process."
584,"To ensure clarity of roles, synergy and sustainability of collaborative initiatives, the sectors shall jointly—",provision,"The paragraph outlines an obligation or process for sectors to work together, indicating a legal rule or requirement."
585,"(a) embark on harmonized planning of activities at the beginning of the initiative to identify needs,",not_provision,"This text does not establish a legal rule, right, obligation, or process. It appears to be part of a larger sentence or a guideline rather than a standalone legal provision."
586,define objectives and agree on each party's roles and responsibilities with regard to the collaboration;,provision,"This paragraph establishes an obligation for parties to define objectives and agree on roles and responsibilities, which is enforceable and actionable."
587,"develop modalities or structures that are (b) agreeable to each of them, for the implementation of the collaboration;",provision,"This paragraph outlines an obligation to develop agreeable modalities or structures for collaboration, which is enforceable and actionable."
588,"provide their implementing agencies or officials (c) with the necessary incentives, resources, and opportunities to participate in the collaborative effort;",provision,"The paragraph establishes an obligation to provide implementing agencies or officials with incentives, resources, and opportunities, which is enforceable or actionable content."
589,involve each other in the collaborative initiative's (d) decision making.,provision,"The sentence establishes an obligation or process related to decision-making in a collaborative initiative, indicating enforceable or actionable content."
590,The sectors shall aim to secure institutional memory and ensure continuity in their collaborative initiatives through—,provision,"The paragraph establishes an obligation or goal for sectors to secure institutional memory and ensure continuity in collaborative initiatives, which is enforceable or actionable."
591,"(a) designating focal points at all relevant levels, for all activities and issues concerning their collaboration;",provision,This sentence establishes an obligation or process by requiring the designation of focal points for collaboration activities and issues.
592,(b)integrating the collaboration process into on- going programs;,provision,"The sentence describes an obligation or process related to integrating collaboration into ongoing programs, indicating an actionable content."
593,(c) embarking on succession planning at the beginning of the collaboration; and,provision,"The phrase 'embarking on succession planning at the beginning of the collaboration' establishes an obligation or process that must be undertaken, making it a legal provision."
594,(d)ensuring effective representation throughout the collaboration.,provision,"The phrase 'ensuring effective representation throughout the collaboration' implies an obligation or requirement within a legal context, making it a provision."
595,"In line with their competencies (technical, financial or other), the sectors shall provide appropriate and sufficient resources to any collaborative effort, in order to maximize its chances of success, growth, maturation and continuation.",provision,"This paragraph establishes an obligation for sectors to provide resources to collaborative efforts, making it enforceable and actionable."
596,(a) Good Stewardship of Resources,not_provision,"This appears to be a title or heading, not a standalone legal provision with enforceable content."
597,"The sectors shall ensure proper care, use and allocation of resources during their collaborative initiatives.",provision,"This paragraph establishes an obligation for sectors to ensure proper care, use, and allocation of resources during collaborative initiatives, making it enforceable and actionable."
598,The sectors shall aim to convey openness and responsibility for the activities and use of resources during their collaboration. The sectors shall also consider themselves fully accountable for the success or failure of their collaborative endeavours.,provision,"This paragraph establishes obligations and responsibilities for the sectors involved in collaboration, making it an enforceable provision."
599,The sectors shall work jointly to promote and ensure—,not_provision,"The sentence is incomplete and does not establish a specific legal rule, right, obligation, restriction, or process. It appears to be part of a larger provision."
600,a culture of ethical conduct and best (a) practices is upheld in their collaborative initiatives;,not_provision,"The text is a fragment and does not establish a specific legal rule, right, obligation, restriction, or process. It appears to describe a general principle or value rather than an enforceable provision."
601,"identification of, and adherence to or (b) application of quality standards of sound management and institutional excellence, in the implementation of collaborative initiatives; and",provision,"The paragraph outlines obligations related to quality standards and management in collaborative initiatives, indicating enforceable content."
602,(c) the identification of agreeable modalities to detect and address conflicts of interest.,provision,"The paragraph establishes a process for identifying and addressing conflicts of interest, which is an actionable and enforceable content."
603,11. Equity and Equality in Partnerships,not_provision,This is a title or heading and does not contain enforceable or actionable content.
604,"Within the context of their collaboration, the sectors shall reinforce—",not_provision,"The sentence is incomplete and does not establish a specific legal rule, right, obligation, restriction, or process. It appears to be part of a larger provision."
605,mutual respect for each sectors' rights; (a),not_provision,"The text appears to be a fragment or part of a list, not a complete standalone legal provision."
606,identification and participation of (b) partners in the collaborative initiative on the basis of competence; and,not_provision,"This text appears to be part of a list or description and does not establish a standalone legal rule, right, obligation, restriction, or process."
607,(c) building of synergies based on their comparative strengths.,not_provision,"This text does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a list or explanation rather than a standalone provision."
608,The sectors shall work together to provide an enabling environment for collaboration through—,provision,"The paragraph establishes an obligation for sectors to collaborate, indicating a legal requirement or process."
609,"(a) promoting mutual respect, understanding, appreciation and acceptance of each other and of the diversity or workings of the other partner(s) and constraints they work within;",provision,"This paragraph establishes a legal obligation or guideline for promoting mutual respect and understanding among partners, which is enforceable or actionable."
610,(b) acknowledging and valuing each other's core competencies; and,not_provision,"This text is part of a list or description and does not establish a standalone legal rule, right, obligation, restriction, or process."
611,"(c) setting up measures for frequent communication, constructive discussions and the dissemination of information to relevant stakeholders.",provision,"The paragraph outlines an obligation or process related to communication and information dissemination, which is enforceable or actionable."
612,The sectors shall ensure that their public relations activities—,not_provision,"The sentence is incomplete and does not establish a complete legal rule, right, obligation, restriction, or process."
613,accurately reflect their collaborative (a) efforts;,not_provision,"The text is incomplete and does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a larger sentence or clause."
614,"take into consideration each (b) organization's policies, procedures and communication needs; and",not_provision,"This text is part of a larger sentence or provision and does not establish a standalone legal rule, right, obligation, restriction, or process."
615,promote the spirit of collaboration. (c),not_provision,"This text does not establish a legal rule, right, obligation, restriction, or process. It appears to be part of a larger sentence or clause and lacks enforceable content."
616,"13. Monitoring, Evaluation and Reporting",not_provision,This is a part heading and does not contain enforceable or actionable content.
617,The sectors shall work together to ensure that—,not_provision,"This sentence is incomplete and does not establish a specific legal rule, right, obligation, restriction, or process. It appears to be an introductory clause that would lead into a more detailed provision."
618,all of their collaborative efforts are (a) aimed at meeting identified needs of their beneficiaries through adopting results-based management;,not_provision,"The paragraph describes the aim of collaborative efforts but does not establish a specific legal rule, right, obligation, restriction, or process. It lacks enforceable or actionable content."
619,"(b) they report publicly on their collaborative efforts using clear, consistent and transparent reporting policies;",provision,"This paragraph establishes an obligation for public reporting on collaborative efforts, which is enforceable and actionable."
620,(c) they develop and use procedures and tools agreeable to each of them to monitor and evaluate the development impact of their efforts; and,provision,"This paragraph establishes an obligation for parties to develop and use procedures and tools for monitoring and evaluating the impact of their efforts, which is enforceable and actionable."
621,"(d) they evaluate, on an annual basis, any progress observed in the number of collaborative initiatives entered, as well as the manner in which the initiatives are taking place and the successes achieved through them.",provision,"This paragraph establishes an obligation to evaluate progress annually, which is an actionable requirement."
622,The sectors shall work together to ensure that their collaborative initiatives are predictable in practice through—,provision,"This paragraph establishes an obligation for sectors to collaborate and ensure predictability in their initiatives, which is enforceable or actionable."
623,"(a) definition, in advance, of all processes required;",not_provision,"This text appears to be part of a list or a fragment and does not establish a complete legal rule, right, obligation, restriction, or process on its own."
624,"(b) recognition, in advance of their relationships with third parties, which may influence their collaboration; and",provision,"This paragraph establishes a requirement for recognizing relationships with third parties that may influence collaboration, indicating an obligation or process."
625,"(c) identification, in advance, of risks, needs and support required for .",not_provision,"The text is incomplete and does not establish a complete legal rule, right, obligation, restriction, or process. It appears to be part of a larger provision or list."
626,1. The Government commits itself to—,not_provision,This is an introductory phrase and does not contain a complete legal rule or obligation.
627,"establish, respect, and promote an (a) enabling environment for public benefit organization work; and",provision,"This paragraph establishes obligations or actions to be taken regarding the environment for public benefit organizations, making it a legal provision."
628,promote the use of these guiding (b) principles in all Government-public benefit organization collaborative initiatives.,not_provision,"The sentence suggests an action or intention but does not establish a specific legal rule, right, obligation, or process. It lacks enforceable or actionable content."
629,2. Public benefit organisations commit themselves,not_provision,"The text appears to be an incomplete sentence or heading and does not establish a legal rule, right, obligation, restriction, or process."
630,to- explore opportunities for principled (a) and structured collaboration with the Government in their activities; and,not_provision,"This text appears to be part of a larger sentence or clause and does not establish a standalone legal rule, right, obligation, restriction, or process."
631,(b) promote the use of these guiding principles in all Government-public benefit organization collaborative initiatives.,provision,"The paragraph establishes an obligation or directive to promote the use of guiding principles in collaborative initiatives, which is enforceable or actionable."
632,3.The sectors jointly commit themselves to—,not_provision,"This is an introductory phrase and does not establish a complete legal rule, right, obligation, or process on its own."
633,collaborate in a manner consistent (a) with these guiding principles;,not_provision,"This sentence fragment is not a standalone legal provision. It appears to be part of a larger sentence or context and does not establish a complete legal rule, right, obligation, restriction, or process on its own."
634,"(b) champion the repeated use of these principles by their sectors, over the long-term.",provision,"This paragraph establishes an obligation or directive to promote the use of certain principles within sectors over time, indicating an actionable content."
635,"4. The sectors agree to establish a joint committee of not more than fifteen members, with shared representation from both sectors in pursuance of the provisions of these principles. The joint committee shall annually monitor and assess progress made by the sectors in terms of application of these principles and report this to interested parties and stakeholders.",provision,"This paragraph establishes a legal obligation and process by creating a joint committee, defining its composition, purpose, and reporting duties."
636,(a) base its report on information collected from evaluation processes conducted by individual Government and public benefit organization actors and also on emerging issues with regard to collaboration;,provision,"This paragraph outlines an obligation or process for reporting based on evaluations and emerging issues, indicating it is a standalone legal provision."
637,"champion the dissemination of the (b) principles amongst the sectors, their respective stakeholders and the public as well;",not_provision,"The text is not a standalone legal provision. It appears to be part of a larger sentence or context and does not establish a specific legal rule, right, obligation, or process."
638,"clarify any questions touching on the (c) construction, meaning or effect of these principles or their contents.",provision,"This paragraph establishes a legal obligation or process related to clarifying questions about the construction, meaning, or effect of certain principles. It implies an actionable content."
639,"6.The joint committee shall review these principles on an annual basis and will receive proposals for review of the principles from either the Government or public benefit organization actors, and any reviews will be agreed upon by means of exchange of letters.",provision,"This paragraph establishes a process for the review of principles by a joint committee, including who can propose reviews and how agreements are formalized, making it an enforceable rule."
640,1. Indirect government support in the form of—,not_provision,"This is an incomplete sentence and does not establish a legal rule, right, obligation, restriction, or process."
641,income tax on income received from (i) membership subscriptions and any donations or grants;,provision,"This paragraph establishes a rule regarding the taxation of income received from specific sources, which is an enforceable legal content."
642,(ii) income tax on income acquired from the active conduct of income producing activities if the income is wholly used to support the public benefit purposes for which the organization was established;,provision,"This paragraph establishes a rule regarding income tax on income from certain activities, specifying conditions under which the income is used for public benefit purposes."
643,(iii) tax on interest and dividends on investments and gains earned on assets or the sale of assets;,provision,"This paragraph establishes a legal rule regarding taxation on interest, dividends, and gains from investments and asset sales, making it enforceable content."
644,"preferential treatment under value added tax (VAT), (b) and customs duties in relation to imported goods or services that are used to further their public benefit purposes;",provision,The paragraph establishes a legal rule regarding preferential treatment under VAT and customs duties for imported goods or services used for public benefit purposes. It outlines a specific legal benefit or obligation.
645,(c) incentives for donations by legal and natural persons;,provision,"The phrase suggests the establishment of incentives for donations, indicating a rule or policy that could be enforced or acted upon."
646,(d) employment tax preferences and;,not_provision,"This text appears to be part of a list or a fragment and does not establish a standalone legal rule, right, obligation, restriction, or process."
647,"(e) special tax incentives for donations to form endowments, prudent investment policies, etc.",provision,"This paragraph outlines a specific legal rule or policy regarding special tax incentives for donations, which is actionable and enforceable."
648,"Provision of direct government financing for public benefit 2. organizations that partner with the government, via budget subsidies, grants for specific purposes, and contracts to perform certain work.",provision,"This paragraph establishes a legal rule regarding the provision of government financing to organizations, specifying the methods of financing such as budget subsidies, grants, and contracts."
649,Preferential treatment in public procurement procedures and 3. bidding for contracts.,not_provision,"The text appears to be a part heading or a fragment of a title, not a standalone legal provision with enforceable content."
650,Provision of information to enable public benefit 4. organizations to contribute effectively to the policy processes.,not_provision,This appears to be a title or heading rather than a standalone legal provision.
651,Access to training courses that are relevant to public benefit 5. organizations and offered by government institutions.,provision,"The paragraph establishes a right or opportunity for access to training courses, which is actionable and relevant to public benefit organizations."
652,PROCEDURE FOR NOMINATING MEMBERS OF THE BOARD OF THE AUTHORITY,not_provision,"This is a title or heading, not a standalone legal provision."
653,"1. The Cabinet Secretary shall, within fourteen days of the commencement of this Act, by advertisement in the Gazette and in at least three daily newspapers of national circulation, declare vacancies and invite applications from persons qualified under this Act for nomination as members of the Board.",provision,"This paragraph establishes a specific obligation for the Cabinet Secretary to declare vacancies and invite applications, detailing the method and timeframe for doing so. It is enforceable and actionable."
654,An application under paragraph 1 shall be 2. forwarded to the Permanent Secretary of the Ministry for the time being responsible for planning and national development within fourteen days of the advertisement and may be made by —,provision,"This paragraph establishes a procedural requirement for forwarding an application within a specific timeframe, indicating an enforceable process."
655,any qualified person; or (a),not_provision,"The text appears to be a fragment or part of a larger sentence and does not establish a standalone legal rule, right, obligation, restriction, or process."
656,"any person, organization or group of (b) persons proposing the nomination of any qualified person.",provision,"This paragraph establishes who is eligible to propose the nomination of a qualified person, indicating a legal right or process."
657,3. The names of all applicants under paragraph 1 shall be published in the Gazette.,provision,"This sentence establishes a legal obligation to publish the names of applicants in the Gazette, making it an enforceable action."
658,"4. The Cabinet Secretary shall, within seven days of the expiry of the period prescribed under paragraph 1, convene a committee comprising of representatives of a broad spectrum of public benefit organizations for the purposes of considering the applications, interviewing and short listing twelve persons qualified for appointment as members of the Board.",provision,This paragraph establishes a legal obligation for the Cabinet Secretary to convene a committee within a specific timeframe and outlines the purpose and process for considering applications and shortlisting candidates for a Board.
659,5. The committee shall rank and provide comments regarding each of the finalists to the Cabinet Secretary.,provision,"This paragraph establishes an obligation for the committee to rank and provide comments on the finalists, which is an enforceable action."
660,"6. The Cabinet Secretary shall, within seven days of the expiry of the period provided for in paragraph 4, forward the shortlisted names to the National Assembly.",provision,"This paragraph establishes a specific obligation for the Cabinet Secretary to perform an action within a set timeframe, making it a legal provision."
661,"7. The National Assembly shall, within fourteen days of the receipt of names under paragraph 6, through an open and consultative vetting process, consider all nominations and approve the names of six nominees for appointment as members of the Board.",provision,This paragraph establishes a legal obligation and process for the National Assembly to follow regarding the vetting and approval of nominees for appointment to the Board.
662,"8. Upon consideration and approval by the National Assembly, the Clerk of the National Assembly shall within seven days forward the names of the approved persons to the Cabinet Secretary for appointment.",provision,This paragraph establishes a legal process and obligation for the Clerk of the National Assembly to forward names to the Cabinet Secretary within a specified timeframe.
663,"Where the National Assembly fails to approve the 9. minimum number of nominees required, the Clerk of the National Assembly shall within three days of the decision communicate the names of the approved nominees and those of the rejected nominees to the Cabinet Secretary for the submission by the Cabinet Secretary, within seven days, of fresh nominations in respect of the rejected candidates.",provision,This paragraph establishes a legal process and obligation for the Clerk of the National Assembly and the Cabinet Secretary regarding the communication and submission of nominations.
664,10. Upon submission of fresh nominations by the Cabinet Secretary procedure under paragraphs 7 and 8 shall apply.,provision,"This paragraph establishes a process that must be followed upon submission of fresh nominations, referencing specific procedures under paragraphs 7 and 8."
665,"11. Upon receipt of the names of the nominees, the Cabinet Secretary shall, by notice in the Gazette, appoint the approved persons as members of the Board.",provision,"This paragraph establishes a legal obligation for the Cabinet Secretary to appoint approved nominees as members of the Board by notice in the Gazette, making it an enforceable action."
666,"10. In nominating or appointing persons as members of the Board, the National Assembly and the Cabinet Secretary shall have regard to gender equity and regional balance.",provision,This paragraph establishes a legal obligation for the National Assembly and the Cabinet Secretary to consider gender equity and regional balance when nominating or appointing members of the Board.
667,PROVISIONS AS TO THE CONDUCT OF BUSINESS AND AFFAIRS OF THE BOARD OF THE AUTHORITY,not_provision,"This is a heading or title, not a standalone legal provision."
668,1. (1) The Board shall meet not less than four times in Meetings. every financial year and not more than four months shall elapse between the date of one meeting and the date of the next meeting.,provision,"This paragraph establishes a rule regarding the frequency and timing of meetings for the Board, which is enforceable and actionable."
669,"(2) Notwithstanding subparagraph (1), the chairperson may, and upon requisition in writing by at least five members shall, convene a special meeting of the Board any time for the transaction of the business of the Board.",provision,"This paragraph establishes a legal rule regarding the conditions under which the chairperson can convene a special meeting of the Board, making it enforceable and actionable."
670,"(3) Unless three quarters of the total members of the Board otherwise agree, at least fourteen days' written notice of every meeting of the Board shall be given to every member of the Board.",provision,"This paragraph establishes a procedural rule regarding the notice period required for Board meetings, which is enforceable."
671,(4) The quorum for the conduct of the business of the Board shall be half of the total members including the chairperson or the person presiding.,provision,"This paragraph establishes a specific rule regarding the quorum necessary for the Board to conduct its business, which is an enforceable requirement."
672,"(5) The chairperson, or in his absence the vice- chairperson, shall preside at every meeting of the Board but the members present shall elect one of their number to preside whenever the chairperson and vice-chairperson are absent, and the person so elected shall have all the powers of the chairperson with respect to that meeting and the business transacted thereat",provision,"This paragraph establishes a rule regarding who shall preside over meetings of the Board, detailing the process for electing a presiding member in the absence of the chairperson and vice-chairperson, and conferring powers to the elected person."
673,"(6) Unless a unanimous decision is reached, a decision on any matter before the Board shall be by a majority of the votes of the members present and voting, and in case of an equality of votes, the chairperson or the person presiding shall have a casting vote.",provision,"This paragraph establishes a rule for decision-making within a Board, specifying how votes are counted and the role of the chairperson in case of a tie, making it an enforceable rule."
674,"(7) Subject to subparagraph (5), no proceedings of the Board shall be invalid by reason only of a vacancy among the members thereof.",provision,"This paragraph establishes a legal rule regarding the validity of the Board's proceedings despite a vacancy among its members, making it an enforceable provision."
675,"(8) Subject to the provisions of this Schedule, the Board may determine its own procedure and the procedure for any committee of the Board and for the attendance of other persons at its meetings and may make standing orders in respect thereof.",provision,"This paragraph establishes the Board's authority to determine its own procedures and make standing orders, which is an enforceable rule."
676,2. (1) The Board may establish such committees as it Committees may deem appropriate to perform such functions and of the Board. responsibilities as it may determine.,provision,"This paragraph establishes the authority of the Board to create committees and assign them functions and responsibilities, which is an actionable and enforceable rule."
677,(2) The Board shall appoint the chairperson of a committee established under subparagraph (1) from amongst its members.,provision,"This paragraph establishes a rule regarding the appointment of a chairperson for a committee, specifying that the Board is responsible for this appointment and that the chairperson must be chosen from among its members. It contains enforceable content."
678,(3) All decisions by the committees appointed under paragraph (1) shall be ratified by the Board.,provision,"This paragraph establishes a requirement that all decisions by the committees must be ratified by the Board, which is an enforceable obligation."
679,"3. (1) A member who has an interest in any contract, or Disclosure of other matter present at a meeting shall at the meeting and as interest. soon as reasonably practicable after the commencement, disclose the fact thereof and shall not take part in the consideration or discussion of, or vote on, any questions with",provision,This paragraph establishes a legal obligation for a member with an interest in a contract or matter to disclose that interest and refrain from participating in related discussions or votes.
680,"respect to the contract or other matter, or be counted in the quorum of the meeting during consideration of the matter.",provision,"This paragraph establishes a rule regarding participation and quorum in meetings related to a contract or other matter, indicating enforceable content."
681,(2) A disclosure of interest made under subparagraph (1) shall be recorded in the minutes of the meeting at which it is made.,provision,"This paragraph establishes a legal obligation to record a disclosure of interest in the minutes of a meeting, making it enforceable and actionable."
682,(3) A member of the Board who contravenes subparagraph (1) commits an offence and is liable on conviction to a fine not exceeding two hundred thousand shillings.,provision,"This paragraph establishes a legal consequence for a specific action, detailing an offence and the associated penalty, thus making it an enforceable legal rule."
683,"Contracts and 	4. Any contract or instrument which, if entered into or executed by a person not being a body corporate, would instruments. not require to be under seal may be entered into or executed on behalf of the Authority by any person generally or specially authorized by the Board for that purpose.",provision,"This paragraph establishes a legal rule regarding how contracts or instruments may be executed on behalf of the Authority, specifying the authorization required."
684,"""appointed day"" means the day on which this Act shall come into operation;",not_provision,"This is a definition, not a standalone legal rule or obligation."
685,"""former Board"" means the Board known as the Non- Governmental Organization Co-ordination Board existing immediately before the commencement of this Act.",not_provision,"This paragraph provides a definition rather than establishing a legal rule, right, obligation, restriction, or process."
686,"2.(1) All the funds, assets and other property, both Assets and movable and immovable, which immediately before the liabilities. appointed day were vested in the former Board shall by virtue of this paragraph and without further assurance, vest in the Authority.",provision,"This paragraph establishes a legal rule regarding the transfer of funds, assets, and property from the former Board to the Authority, making it enforceable and actionable."
